Total_Spending,Meat,Catalog,Wines,Income,Store,Web,Fish,Fruits,Sweets,Gold,Children,Parental_Status,NumWebVisitsMonth,Discount_Purchases,cluster
1572.0,499,10,690,70440.0,7,5,76.0,81,81,88.0,0,0,3,1,0
122.0,28,1,43,38232.0,3,3,7.0,5,6,33.0,2,1,5,4,2
41.0,10,0,27,22554.0,4,2,0.0,0,0,4.0,2,1,5,4,2
10.0,3,0,6,23536.0,3,0,0.0,0,0,1.0,1,1,3,1,2
304.0,41,2,205,49413.0,5,4,3.0,7,2,46.0,1,1,5,2,1
37.0,8,0,24,42231.0,3,1,0.0,0,1,4.0,2,1,5,1,2
1754.0,556,6,667,78789.0,5,4,21.0,50,81,83.0,0,0,2,1,0
815.0,61,4,691,56534.0,7,10,10.0,7,0,46.0,1,1,8,4,1
1001.0,206,3,493,58350.0,12,8,116.0,26,80,80.0,1,1,6,4,1
1157.0,324,7,493,81217.0,11,3,120.5,70,40,84.0,0,0,1,1,0
688.0,82,2,494,49090.0,9,7,7.0,5,0,100.0,1,1,7,3,1
1319.0,414,4,621,61787.0,6,8,78.0,73,48,85.0,0,0,5,1,0
21.0,5,0,9,18169.0,2,1,0.0,0,0,7.0,1,1,8,1,2
31.0,2,0,1,24336.0,2,1,8.0,6,2,12.0,1,1,7,1,2
67.0,19,0,12,18222.0,3,2,12.0,4,6,14.0,0,0,8,1,2
708.0,217,3,243,62335.0,13,3,85.0,81,6,26.0,1,1,2,2,1
25.0,4,0,11,42033.0,2,1,2.0,1,0,7.0,2,1,7,1,2
746.0,127,2,532,86580.0,5,4,26.0,21,20,20.0,0,0,1,0,0
32.0,2,0,29,41437.0,3,1,0.0,0,0,1.0,2,1,7,1,2
1695.0,520,6,612,73705.0,8,9,120.5,81,81,107.0,2,1,5,2,1
1080.0,342,4,387,61064.0,11,8,0.0,81,45,126.5,1,1,6,5,1
72.0,14,0,56,38452.0,3,3,0.0,0,0,2.0,2,1,7,3,2
57.0,19,0,6,18358.0,4,3,16.0,8,4,4.0,1,1,7,3,2
660.0,65,2,582,55012.0,9,8,0.0,0,0,13.0,1,1,5,6,1
103.0,16,1,6,9722.0,3,3,6.0,17,16,42.0,1,1,8,4,2
153.0,69,1,70,38175.0,4,3,2.0,6,3,3.0,1,1,7,3,2
1220.0,194,8,962,58656.0,13,7,16.0,12,24,12.0,1,1,6,4,1
279.0,107,2,112,52117.0,4,5,30.0,10,0,20.0,1,1,7,2,1
745.0,124,2,293,64813.0,10,7,120.5,0,81,52.0,1,1,5,1,1
264.0,31,3,199,54222.0,5,3,3.0,12,12,7.0,1,1,3,1,2
2157.0,556,7,1060,83512.0,10,4,80.0,61,20,101.0,0,0,1,1,0
1526.0,396,7,940,77520.0,7,8,0.0,44,81,58.0,1,1,4,1,0
69.0,11,0,44,41154.0,4,1,2.0,2,3,7.0,1,1,5,1,2
1597.0,556,8,342,80398.0,12,5,120.5,51,35,26.0,0,0,3,1,0
64.0,11,0,2,18746.0,3,3,12.0,10,9,20.0,1,1,6,2,2
497.0,141,1,75,35196.0,5,6,43.0,12,39,126.5,1,1,8,6,1
1067.0,367,3,520,60230.0,6,6,39.0,20,81,40.0,1,1,5,2,1
31.0,9,0,5,22108.0,3,2,6.0,3,2,6.0,2,1,7,2,2
211.0,71,1,87,44392.0,4,4,7.0,5,12,29.0,2,1,7,5,1
877.0,184,5,462,55424.0,9,7,10.0,61,53,107.0,1,1,6,4,1
11.0,1,0,2,17688.0,2,1,3.0,2,1,2.0,1,1,8,1,2
2034.0,556,5,979,92491.0,12,7,29.0,44,25,22.0,0,0,3,1,0
1991.0,556,6,704,90273.0,7,5,120.0,81,74,111.0,0,0,2,1,0
1686.0,556,5,861,82571.0,13,6,62.0,31,81,79.0,0,0,2,0,0
324.0,115,1,172,38513.0,5,6,16.0,3,0,18.0,1,1,8,5,1
69.0,31,1,5,16653.0,3,2,15.0,7,4,7.0,1,1,6,3,2
252.0,56,1,194,42586.0,6,4,0.0,2,0,0.0,2,1,8,5,2
54.0,13,1,9,23529.0,2,1,3.0,7,2,20.0,1,1,6,1,2
964.0,270,2,505,74881.0,12,9,36.0,72,27,54.0,2,1,5,4,1
1327.0,217,6,533,71107.0,13,7,120.5,10,81,126.5,1,1,4,2,0
68.0,14,0,48,46910.0,3,2,0.0,0,0,6.0,2,1,6,2,2
60.0,7,1,6,18690.0,2,1,23.0,1,4,19.0,0,0,8,1,2
55.0,10,1,18,37244.0,2,1,0.0,2,0,25.0,2,1,7,1,2
1456.0,509,5,482,82427.0,12,3,104.0,81,81,107.0,0,0,1,1,0
563.0,97,2,204,75342.0,10,5,21.0,81,81,26.0,1,1,4,1,1
1504.0,250,10,1073,70044.0,5,7,120.5,0,14,14.0,1,1,5,4,1
564.0,223,1,245,79146.0,8,8,21.0,16,43,16.0,2,1,6,2,1
1125.0,442,5,560,77437.0,13,4,29.0,21,44,29.0,0,0,1,1,0
358.0,131,1,173,54984.0,6,6,32.0,13,3,6.0,1,1,7,4,1
42.0,11,0,22,42403.0,3,1,0.0,1,5,3.0,1,1,8,1,2
184.0,12,1,136,55761.0,3,4,0.0,1,3,32.0,1,1,6,2,2
460.0,86,3,275,37292.0,5,6,10.0,0,23,66.0,1,1,8,5,1
145.0,29,1,56,45576.0,3,3,2.0,19,14,25.0,0,0,8,1,2
1376.0,556,5,303,70321.0,13,6,82.0,23,26,126.5,0,0,4,1,0
792.0,62,3,708,58086.0,7,11,0.0,7,0,15.0,1,1,8,2,1
1382.0,556,11,324,81795.0,7,4,27.0,81,81,88.0,0,0,2,1,0
28.0,3,0,1,28389.0,2,1,7.0,5,4,8.0,0,0,7,1,2
1033.0,195,4,620,66835.0,13,6,34.0,26,17,126.5,0,0,2,1,0
882.0,206,3,312,69901.0,10,7,102.0,21,81,126.5,1,1,5,3,1
2231.0,454,4,1225,80360.0,5,4,112.0,81,43,43.0,0,0,2,2,0
1101.0,118,3,918,63342.0,5,8,13.0,21,10,21.0,1,1,6,3,1
369.0,106,1,98,44989.0,5,5,49.0,0,10,106.0,1,1,6,5,1
48.0,7,0,3,31859.0,3,1,15.0,4,8,11.0,1,1,7,1,2
467.0,47,1,380,51569.0,7,7,6.0,0,0,34.0,1,1,8,4,1
44.0,12,0,15,30372.0,3,2,7.0,0,3,7.0,2,1,7,3,2
38.0,4,1,3,16014.0,4,1,7.0,9,8,7.0,2,1,3,4,2
81.0,23,1,24,41120.0,3,2,0.0,2,8,24.0,2,1,6,3,2
167.0,60,1,80,39763.0,2,5,4.0,1,6,16.0,1,1,9,2,2
45.0,6,0,31,38725.0,4,1,2.0,0,1,5.0,2,1,4,2,2
664.0,204,4,138,77981.0,7,7,16.0,81,81,60.0,1,1,5,3,1
622.0,96,2,166,62905.0,8,7,119.0,75,81,59.0,1,1,4,3,1
48.0,8,0,12,13533.0,3,2,8.0,3,0,17.0,1,1,7,2,2
461.0,85,3,178,59481.0,8,3,71.0,3,66,58.0,1,1,2,2,1
1073.0,171,7,707,72117.0,9,9,65.0,20,60,50.0,1,1,5,1,0
55.0,7,1,5,21955.0,3,2,17.0,1,14,11.0,1,1,6,2,2
976.0,250,2,465,67131.0,12,9,93.0,71,35,62.0,1,1,6,3,1
20.0,2,0,16,36802.0,3,1,0.0,1,0,1.0,1,1,5,1,2
1149.0,413,8,358,71853.0,6,2,120.5,81,81,32.0,0,0,1,1,0
43.0,7,0,1,28249.0,3,2,2.0,9,14,10.0,0,0,6,1,2
224.0,26,2,123,47808.0,3,3,2.0,1,0,72.0,1,1,7,2,2
101.0,30,0,40,25509.0,3,3,10.0,3,7,11.0,1,1,9,3,2
209.0,63,1,102,51012.0,4,4,2.0,9,9,24.0,0,0,6,1,1
968.0,534,5,347,70596.0,12,3,17.0,44,0,26.0,0,0,2,1,0
1165.0,462,7,376,85431.0,7,2,120.5,53,53,53.0,0,0,0,1,0
24.0,3,0,21,42664.0,3,1,0.0,0,0,0.0,1,1,6,1,2
252.0,56,1,194,42586.0,6,4,0.0,2,0,0.0,2,1,8,5,2
165.0,68,1,64,29760.0,4,3,7.0,4,5,17.0,1,1,8,4,2
269.0,46,1,206,28973.0,5,5,3.0,0,2,12.0,0,0,8,2,2
102.0,18,1,71,39435.0,2,3,0.0,0,0,13.0,1,1,7,1,2
461.0,112,3,71,65370.0,13,2,120.5,22,81,29.0,0,0,1,1,0
47.0,7,0,0,20194.0,3,2,11.0,4,10,15.0,1,1,6,2,2
144.0,21,1,93,42473.0,4,2,0.0,1,4,25.0,2,1,5,3,2
1338.0,168,4,920,64590.0,10,9,36.0,81,46,30.0,0,0,6,1,0
917.0,170,2,653,71232.0,10,11,34.0,17,26,17.0,1,1,7,2,1
318.0,60,2,199,34600.0,5,5,8.0,33,3,15.0,2,1,8,5,1
253.0,56,1,153,46904.0,4,5,0.0,4,9,31.0,2,1,8,4,1
502.0,38,3,376,49094.0,6,6,11.0,0,8,69.0,1,1,6,5,1
119.0,30,0,46,36075.0,4,2,12.0,0,1,30.0,1,1,6,1,2
1250.0,128,2,600,60839.0,12,2,120.5,21,81,126.5,2,1,8,13,1
969.0,292,6,425,77298.0,11,6,23.0,81,35,79.0,1,1,3,1,0
76.0,15,1,18,34026.0,3,2,12.0,6,8,17.0,2,1,5,3,2
62.0,9,0,52,48918.0,4,1,0.0,0,0,1.0,2,1,4,2,2
1382.0,350,9,734,82122.0,13,3,120.5,22,25,100.0,0,0,1,1,0
84.0,21,1,34,37697.0,3,2,11.0,6,4,8.0,1,1,6,1,2
255.0,41,3,135,34074.0,3,3,10.0,1,1,67.0,2,1,6,5,1
43.0,10,1,11,28520.0,2,1,0.0,0,2,20.0,2,1,6,1,2
398.0,90,2,163,62535.0,8,3,0.0,48,45,52.0,1,1,3,1,1
76.0,30,0,29,36273.0,3,3,3.0,3,2,9.0,1,1,6,2,2
902.0,70,3,734,63404.0,4,6,11.0,26,44,17.0,2,1,4,2,1
823.0,134,5,340,75774.0,8,7,120.5,21,14,56.0,1,1,4,1,0
1179.0,279,7,453,78416.0,10,7,120.5,38,38,126.5,1,1,3,2,0
1921.0,556,5,1073,75702.0,13,10,120.5,0,37,37.0,1,1,6,1,1
185.0,10,1,135,59385.0,4,3,0.0,0,4,36.0,2,1,5,2,2
433.0,137,1,231,37070.0,8,5,4.0,7,15,39.0,2,1,7,9,1
34.0,5,1,18,44689.0,2,1,0.0,0,0,11.0,2,1,7,2,2
907.0,165,5,620,53977.0,12,5,0.0,16,24,82.0,1,1,5,5,1
416.0,33,1,81,7144.0,1,23,5.0,4,2,126.5,2,1,0,0,1
44.0,2,0,12,18701.0,4,2,10.0,4,6,10.0,2,1,5,4,2
1588.0,556,6,292,90369.0,6,4,120.5,51,23,17.0,0,0,1,1,0
1797.0,556,5,965,63159.0,8,3,89.0,34,81,37.0,0,0,3,1,0
40.0,10,0,27,37758.0,3,1,0.0,2,0,1.0,2,1,8,2,2
1143.0,163,4,777,46757.0,7,4,0.0,30,51,122.0,1,1,9,6,1
914.0,232,3,572,79734.0,6,4,23.0,8,62,17.0,0,0,1,1,0
1502.0,556,3,438,63207.0,6,2,91.0,81,81,70.0,0,0,7,1,0
1338.0,300,4,531,72071.0,8,5,120.5,69,81,126.5,1,1,2,3,0
27.0,9,0,17,21840.0,3,1,0.0,0,0,1.0,1,1,9,1,2
763.0,106,2,402,58582.0,9,9,101.0,35,77,42.0,1,1,5,2,1
1331.0,419,7,503,72282.0,9,5,90.0,27,81,126.5,0,0,7,1,0
525.0,87,2,369,50387.0,8,6,12.0,9,14,34.0,2,1,5,3,1
9.0,3,0,5,32583.0,2,1,0.0,0,0,1.0,2,1,7,1,2
953.0,398,3,362,62568.0,5,5,80.0,17,35,61.0,1,1,4,3,1
68.0,9,0,56,44635.0,3,2,0.0,0,0,3.0,2,1,7,2,2
131.0,31,1,79,33316.0,4,2,4.0,1,4,12.0,2,1,6,3,2
882.0,141,4,387,63967.0,12,4,73.0,81,35,126.5,1,1,2,3,0
1149.0,241,5,367,52513.0,9,9,104.0,17,81,126.5,0,0,7,2,0
37.0,11,1,15,25293.0,2,1,0.0,0,2,9.0,1,1,8,1,2
388.0,54,2,267,54111.0,6,5,8.0,6,3,50.0,1,1,5,2,1
1428.0,556,6,298,78394.0,5,4,120.5,27,24,126.5,0,0,2,1,0
1633.0,556,11,674,80739.0,9,3,39.0,81,0,92.0,0,0,1,1,0
173.0,36,1,16,22669.0,2,4,37.0,14,22,48.0,1,1,9,3,2
99.0,24,0,37,29236.0,3,4,16.0,4,9,9.0,1,1,9,2,2
215.0,22,1,159,44911.0,4,4,2.0,0,1,31.0,1,1,7,3,2
929.0,142,4,686,54693.0,13,6,23.0,17,26,35.0,1,1,6,8,1
219.0,66,1,97,48186.0,4,4,12.0,3,7,34.0,1,1,7,3,2
174.0,57,1,63,54809.0,5,2,13.0,6,13,22.0,2,1,4,4,2
92.0,24,1,56,41580.0,3,2,4.0,5,0,3.0,2,1,5,3,2
1052.0,456,9,209,80336.0,13,2,120.5,19,81,66.0,0,0,1,1,0
275.0,43,1,198,47743.0,6,4,0.0,2,12,20.0,1,1,6,3,1
587.0,47,4,313,62972.0,3,7,20.0,15,0,126.5,1,1,6,2,1
1662.0,397,5,941,57333.0,9,8,76.0,14,58,126.5,1,1,6,11,1
159.0,56,0,86,32313.0,4,4,2.0,4,4,7.0,1,1,9,3,2
1024.0,556,10,167,84953.0,4,3,63.0,48,72,72.0,0,0,2,1,0
35.0,19,0,8,27071.0,3,2,0.0,3,2,3.0,1,1,6,2,2
1042.0,408,4,389,68148.0,6,4,37.0,66,57,85.0,0,0,2,1,0
395.0,119,2,239,65735.0,6,6,4.0,7,15,11.0,2,1,7,5,1
557.0,273,10,179,86836.0,6,6,0.0,21,21,63.0,0,0,5,1,0
9.0,1,0,5,4023.0,0,0,1.0,0,1,1.0,2,1,19,15,2
69.0,28,0,2,30093.0,3,2,13.0,6,4,16.0,0,0,7,1,2
486.0,53,1,383,57705.0,6,8,6.0,0,4,40.0,1,1,6,3,1
34.0,8,0,2,25008.0,3,1,6.0,8,1,9.0,1,1,8,2,2
1365.0,556,10,536,83257.0,12,5,38.0,27,81,67.0,0,0,6,1,0
13.0,4,0,2,22280.0,2,1,3.0,1,1,2.0,1,1,8,1,2
1401.0,556,6,322,72159.0,10,4,34.0,53,40,53.0,0,0,2,1,0
1574.0,556,5,539,64260.0,4,4,20.0,81,0,30.0,0,0,3,1,0
1323.0,420,4,712,82733.0,7,8,65.0,50,38,38.0,0,0,4,1,0
1217.0,72,8,1121,74290.0,10,10,0.0,0,12,12.0,1,1,6,4,1
103.0,13,0,68,58217.0,4,2,3.0,1,5,13.0,3,1,6,1,2
84.0,18,0,36,21024.0,4,2,6.0,4,2,18.0,0,0,7,1,2
1536.0,556,8,707,70116.0,12,2,95.0,44,58,29.0,0,0,1,1,0
581.0,203,1,174,54006.0,7,8,6.0,77,24,97.0,1,1,7,2,1
928.0,124,3,666,69063.0,5,5,69.0,35,8,26.0,1,1,3,1,1
14.0,0,0,0,11448.0,2,1,6.0,0,2,6.0,0,0,6,1,2
424.0,100,2,162,61825.0,8,4,55.0,50,30,27.0,1,1,4,1,1
960.0,239,4,407,70886.0,4,5,103.0,70,81,53.0,1,1,2,1,0
1555.0,459,6,823,69109.0,7,6,120.5,25,29,95.0,0,0,4,1,0
656.0,71,3,488,60208.0,7,8,15.0,23,0,59.0,2,1,7,11,1
55.0,13,1,28,32889.0,3,2,4.0,0,2,8.0,2,1,5,3,2
20.0,10,0,3,34738.0,3,1,3.0,2,0,2.0,1,1,6,1,2
367.0,52,0,284,30538.0,4,9,8.0,0,3,20.0,1,1,10,4,1
2257.0,556,10,938,82326.0,6,5,120.5,81,81,126.5,0,0,2,1,0
42.0,15,0,13,26642.0,3,2,2.0,2,2,8.0,1,1,6,2,2
1049.0,153,6,412,69932.0,11,7,120.5,81,81,57.0,1,1,4,2,0
48.0,8,0,31,44503.0,3,2,0.0,1,0,8.0,2,1,6,2,2
685.0,132,2,502,60200.0,11,6,0.0,19,6,26.0,1,1,6,6,1
39.0,3,0,18,49638.0,3,1,3.0,10,5,0.0,1,1,2,1,2
43.0,6,0,1,23830.0,3,1,4.0,8,8,16.0,0,0,7,1,2
835.0,243,1,100,33051.0,8,9,108.0,71,81,126.5,0,0,9,3,1
1515.0,445,7,407,72905.0,9,3,120.5,81,81,126.5,0,0,1,1,0
1039.0,240,7,664,69702.0,10,7,50.0,9,19,57.0,1,1,4,2,1
1596.0,338,5,1045,70300.0,13,5,60.0,61,46,46.0,1,1,8,3,1
1828.0,304,8,1218,70643.0,4,5,23.0,81,81,33.0,0,0,6,1,0
34.0,6,1,15,30396.0,2,1,0.0,0,1,12.0,1,1,7,2,2
149.0,16,0,128,50616.0,4,4,0.0,0,1,4.0,1,1,7,2,2
946.0,157,6,581,62772.0,11,5,43.0,49,8,108.0,1,1,2,1,0
28.0,12,1,6,30298.0,3,1,6.0,3,1,0.0,0,0,3,1,2
450.0,133,1,185,52413.0,7,7,56.0,8,56,12.0,1,1,7,2,1
46.0,9,1,22,44155.0,2,1,0.0,1,0,14.0,2,1,4,1,2
1702.0,556,5,584,86979.0,5,5,65.0,81,81,35.0,0,0,2,1,0
820.0,177,5,355,76532.0,7,9,90.0,30,81,30.0,2,1,5,4,1
382.0,110,3,175,42081.0,4,6,54.0,10,6,27.0,1,1,6,2,1
2126.0,556,10,864,67546.0,5,4,120.5,81,38,126.5,0,0,3,1,0
2069.0,556,7,957,88420.0,8,4,99.0,81,81,126.5,0,0,1,1,0
72.0,16,0,25,31158.0,3,2,20.0,6,0,5.0,1,1,8,2,2
732.0,56,4,641,61671.0,6,10,0.0,7,0,28.0,1,1,8,8,1
801.0,208,3,273,69719.0,5,2,120.5,81,14,43.0,0,0,1,1,0
236.0,43,1,122,49160.0,6,3,25.0,21,10,15.0,1,1,6,2,1
80.0,10,1,1,24882.0,2,1,29.0,4,0,36.0,1,1,6,1,2
1685.0,430,6,1020,90933.0,4,4,62.0,31,63,79.0,0,0,1,1,0
277.0,3,0,6,113734.0,0,27,1.0,2,81,3.0,0,0,1,0,1
507.0,68,5,378,59292.0,8,3,19.0,14,14,14.0,1,1,3,2,1
68.0,18,0,42,45759.0,3,2,3.0,1,0,4.0,2,1,7,2,2
49.0,14,0,15,22148.0,3,1,0.0,5,4,11.0,0,0,7,1,2
397.0,80,4,272,73395.0,6,4,20.0,7,7,11.0,0,0,2,1,0
39.0,24,0,9,29819.0,3,3,2.0,1,1,2.0,1,1,6,3,2
306.0,18,1,279,45688.0,8,3,0.0,0,0,9.0,1,1,4,2,2
976.0,265,4,398,62820.0,6,3,120.5,61,61,53.0,0,0,1,1,0
1028.0,237,11,637,60491.0,7,6,12.0,47,19,76.0,1,1,5,4,1
70.0,16,0,45,33235.0,3,3,2.0,0,1,6.0,1,1,7,1,2
46.0,9,0,21,35701.0,3,1,7.0,1,3,5.0,0,0,6,1,2
51.0,13,1,15,31535.0,2,1,0.0,4,0,19.0,1,1,7,1,2
1263.0,352,5,493,92556.0,13,3,120.5,81,23,28.0,0,0,0,0,0
1490.0,175,8,957,67384.0,5,7,120.5,40,53,107.0,1,1,5,2,0
1564.0,430,6,829,80573.0,13,4,60.0,81,81,15.0,0,0,2,1,0
1815.0,500,5,1017,77870.0,5,5,65.0,50,50,126.5,1,1,8,3,1
1198.0,71,5,953,52278.0,10,10,0.0,0,0,126.5,1,1,8,6,1
416.0,120,4,159,57107.0,8,4,0.0,0,0,126.5,1,1,8,7,1
85.0,8,0,32,18929.0,4,1,23.0,0,4,18.0,0,0,6,1,2
47.0,15,0,23,36038.0,3,3,0.0,0,2,7.0,1,1,6,2,2
137.0,24,1,18,20180.0,4,2,15.0,42,20,18.0,0,0,7,1,2
21.0,4,0,15,34230.0,2,1,0.0,0,0,2.0,2,1,7,1,2
70.0,5,0,23,31878.0,4,1,10.0,4,5,23.0,1,1,3,1,2
909.0,100,2,200,70932.0,12,6,46.0,81,81,126.5,1,1,3,2,0
1676.0,119,9,1225,91249.0,6,7,71.0,27,81,27.0,0,0,4,0,0
1735.0,281,5,1193,77598.0,13,7,120.5,33,66,33.0,0,0,3,1,0
1191.0,401,5,505,80982.0,11,11,104.0,81,22,22.0,2,1,5,3,1
24.0,9,0,2,22701.0,3,1,0.0,4,4,5.0,1,1,5,1,2
1182.0,45,2,1103,55212.0,11,4,0.0,0,0,34.0,1,1,8,3,1
1280.0,556,3,353,70617.0,7,3,40.0,61,46,27.0,0,0,2,1,0
1336.0,350,3,652,64849.0,6,9,94.0,48,81,108.0,0,0,5,1,0
749.0,157,3,379,62694.0,7,9,25.0,6,81,91.0,2,1,7,5,1
91.0,36,0,46,61917.0,4,2,2.0,4,2,1.0,2,1,5,1,2
414.0,127,2,162,67472.0,7,4,8.0,31,17,69.0,1,1,3,2,1
44.0,19,0,8,21059.0,3,3,3.0,3,3,8.0,1,1,6,3,2
63.0,18,1,17,29543.0,2,3,3.0,3,4,18.0,2,1,7,2,2
901.0,185,6,340,75903.0,9,6,120.5,81,38,100.0,1,1,3,2,0
38.0,15,0,8,34984.0,3,1,3.0,4,5,3.0,2,1,7,2,2
455.0,202,2,154,54998.0,9,4,39.0,22,30,8.0,1,1,4,5,1
775.0,30,2,710,54356.0,8,11,20.0,15,0,0.0,1,1,8,3,1
15.0,4,0,8,34242.0,3,0,0.0,2,0,1.0,1,1,5,1,2
38.0,4,0,2,25410.0,4,1,13.0,2,13,4.0,1,1,4,1,2
1512.0,322,11,1050,73356.0,5,5,0.0,14,14,112.0,0,0,2,1,0
43.0,14,0,19,28320.0,3,1,3.0,1,2,4.0,1,1,8,1,2
42.0,6,0,22,23763.0,3,1,6.0,0,2,6.0,1,1,7,1,2
1089.0,216,6,274,72570.0,12,4,120.5,81,81,126.5,0,0,1,1,0
162.0,38,2,68,34529.0,3,2,3.0,6,6,41.0,1,1,7,2,2
1272.0,556,4,344,70792.0,10,3,104.0,45,11,114.0,0,0,3,2,0
1173.0,459,8,145,63211.0,7,3,120.5,81,26,126.5,0,0,2,2,0
816.0,350,7,217,83891.0,10,4,111.0,38,81,15.0,1,1,1,1,0
74.0,34,0,18,36065.0,3,3,10.0,7,2,3.0,2,1,8,3,2
134.0,26,0,69,39898.0,4,3,12.0,8,7,12.0,1,1,7,2,2
157.0,7,1,144,51141.0,4,3,0.0,0,0,6.0,0,0,5,1,2
561.0,103,3,256,56939.0,10,3,90.0,34,29,49.0,1,1,3,2,1
1336.0,556,4,483,80872.0,10,4,94.0,72,12,108.0,0,0,1,1,0
2092.0,556,4,1225,72335.0,8,10,28.0,81,21,0.0,0,0,8,1,0
463.0,89,2,338,61798.0,9,4,11.0,4,8,13.0,0,0,4,1,0
1130.0,345,8,605,76842.0,7,1,84.0,10,54,32.0,0,0,0,1,0
20.0,7,0,8,29478.0,3,1,3.0,0,1,1.0,1,1,6,1,2
377.0,86,3,172,46998.0,5,5,45.0,41,6,27.0,1,1,7,5,1
1544.0,556,11,448,96843.0,10,6,40.0,71,17,17.0,0,0,2,1,0
138.0,32,1,67,56551.0,4,2,17.0,4,2,16.0,2,1,4,3,2
1012.0,98,5,512,70053.0,10,8,81.0,53,81,89.0,1,1,5,3,1
1766.0,128,3,1225,71670.0,6,5,0.0,16,0,126.5,0,0,6,1,0
45.0,14,0,20,44359.0,4,2,7.0,0,3,1.0,2,1,3,3,2
161.0,44,1,50,40887.0,3,3,10.0,4,10,43.0,2,1,9,3,2
144.0,15,0,102,48877.0,4,3,2.0,1,0,24.0,1,1,7,1,2
1734.0,556,7,499,74485.0,12,6,120.5,81,49,49.0,0,0,3,1,0
823.0,172,2,381,64474.0,10,8,56.0,35,81,93.0,1,1,5,2,1
1138.0,239,8,631,77226.0,12,6,120.5,43,76,21.0,1,1,3,2,0
1429.0,553,10,526,72643.0,7,3,120.5,80,81,53.0,0,0,2,1,0
1371.0,376,6,913,85738.0,11,3,17.0,26,26,13.0,0,0,1,1,0
982.0,199,3,673,55686.0,5,6,37.0,0,47,26.0,1,1,4,2,1
44.0,9,0,23,39062.0,3,1,0.0,0,0,12.0,1,1,4,1,2
318.0,60,2,199,34600.0,5,5,8.0,33,3,15.0,2,1,8,5,1
434.0,73,3,261,40794.0,5,6,4.0,23,23,50.0,1,1,7,2,1
198.0,37,1,111,54690.0,5,3,7.0,16,9,18.0,2,1,3,3,1
359.0,12,0,16,4428.0,0,25,2.0,4,4,126.5,1,1,1,0,1
576.0,137,4,63,32632.0,8,4,120.5,81,19,53.0,0,0,5,2,0
88.0,18,0,58,38236.0,4,3,2.0,0,0,10.0,2,1,7,4,2
63.0,17,1,29,36781.0,2,2,0.0,1,3,13.0,1,1,8,1,2
27.0,12,0,3,31385.0,2,1,0.0,2,1,9.0,1,1,8,1,2
193.0,62,0,28,24570.0,4,4,11.0,34,14,44.0,1,1,9,3,2
101.0,30,0,40,25509.0,3,3,10.0,3,7,11.0,1,1,9,3,2
2211.0,556,7,879,94642.0,9,5,106.0,81,81,126.5,0,0,1,0,0
140.0,44,1,62,58646.0,4,2,6.0,1,5,22.0,1,1,4,1,2
415.0,81,3,280,53201.0,5,6,20.0,7,0,27.0,2,1,7,8,1
22.0,6,0,9,21994.0,3,0,3.0,0,1,3.0,1,1,5,1,2
263.0,33,1,182,57113.0,5,4,0.0,4,2,42.0,2,1,7,6,1
393.0,101,5,83,51373.0,3,3,64.0,2,26,117.0,0,0,4,1,0
147.0,54,0,38,23477.0,4,3,3.0,15,8,29.0,1,1,8,3,2
443.0,130,3,228,58116.0,8,3,4.0,19,11,51.0,1,1,2,2,1
1958.0,556,5,1092,72968.0,8,5,120.5,37,37,55.0,0,0,3,1,0
174.0,27,1,85,39791.0,4,3,13.0,15,13,21.0,1,1,7,2,2
2217.0,556,7,1225,91712.0,11,9,94.0,24,29,48.0,0,0,3,0,0
1691.0,417,5,1017,94472.0,5,5,108.0,33,81,16.0,1,1,5,1,0
25.0,9,0,6,13672.0,3,1,2.0,2,1,5.0,2,1,8,2,2
809.0,125,6,448,96547.0,8,7,52.0,21,81,62.0,0,0,2,0,0
895.0,117,5,504,79205.0,4,6,120.5,23,28,44.0,0,0,4,1,0
484.0,133,3,226,56559.0,8,4,41.0,22,31,31.0,1,1,4,3,1
413.0,141,1,239,32644.0,6,7,0.0,3,7,23.0,1,1,8,4,1
331.0,67,1,90,67506.0,6,4,33.0,38,36,67.0,1,1,3,1,1
25.0,8,0,7,24206.0,3,1,3.0,2,2,3.0,1,1,6,1,2
13.0,5,0,4,28420.0,2,1,2.0,2,0,0.0,1,1,6,1,2
115.0,19,2,16,22979.0,2,3,20.0,17,21,22.0,1,1,8,3,2
16.0,3,0,10,33279.0,3,0,0.0,3,0,0.0,0,0,3,1,2
92.0,16,0,68,46423.0,4,2,0.0,0,0,8.0,2,1,7,3,2
52.0,13,0,35,30368.0,3,2,2.0,0,0,2.0,1,1,8,2,2
1464.0,428,4,575,63684.0,8,8,120.5,80,81,80.0,1,1,5,3,1
441.0,31,5,315,41638.0,3,5,4.0,0,0,91.0,1,1,8,4,1
283.0,49,1,182,68805.0,7,3,17.0,2,13,20.0,1,1,2,1,1
747.0,113,2,561,65814.0,10,8,10.0,14,14,35.0,1,1,5,3,1
1870.0,556,6,587,71964.0,5,5,120.5,51,34,86.0,0,0,3,1,0
165.0,33,0,94,39146.0,4,4,13.0,1,12,12.0,1,1,8,3,2
1941.0,556,7,908,96876.0,9,7,40.0,43,81,21.0,0,0,2,1,0
839.0,122,2,228,34445.0,8,11,120.5,81,81,30.0,0,0,9,6,1
1655.0,417,9,995,68281.0,13,2,42.0,81,48,41.0,0,0,5,1,0
23.0,2,0,11,37284.0,3,0,2.0,1,1,6.0,2,1,6,1,2
